object_level;object_name;okato;oktmo;gender;education_level;year;study_area;count_graduate;percent_employed;average_salary_fact_avg;average_salary_fact_med;average_salary_norm_avg;average_salary_norm_med;average_age;percent_combine_work_and_study
Регион;Республика Алтай;84000000;84000000;Мужской;СПО: специалисты среднего звена;2017;Сельское хозяйство и сельскохозяйственные науки;44;80.0;59690.509;49166.665;61177.42;53603.748;30.295;31.818
Регион;Республика Алтай;84000000;84000000;Женский;СПО: специалисты среднего звена;2017;Гуманитарные науки;26;82.609;31496.897;33083.33;33932.112;36722.496;28.154;26.923
Регион;Республика Алтай;84000000;84000000;Женский;СПО: специалисты среднего звена;2017;Здравоохранение и медицинские науки;110;92.929;66345.779;60958.33;63948.691;56980.002;30.755;32.727
Регион;Республика Алтай;84000000;84000000;Женский;СПО: специалисты среднего звена;2017;Инженерное дело, технологии и технические науки;46;85.0;46154.055;47333.335;49076.77;41275.417;32.587;39.13
Регион;Республика Алтай;84000000;84000000;Женский;СПО: специалисты среднего звена;2017;Искусство и культура;4;66.667;;;;;29.5;25.0
Регион;Республика Алтай;84000000;84000000;Женский;СПО: специалисты среднего звена;2017;Науки об обществе;270;78.862;47494.758;46000.0;48920.275;47730.0;29.574;25.556
Регион;Республика Алтай;84000000;84000000;Женский;СПО: специалисты среднего звена;2017;Образование и педагогические науки;103;88.889;54850.883;54000.0;55949.947;57498.0;28.68;33.981
Регион;Республика Алтай;84000000;84000000;Женский;СПО: специалисты среднего звена;2017;Сельское хозяйство и сельскохозяйственные науки;27;95.652;35872.745;36321.43;37437.405;33627.955;28.444;29.63
Регион;Республика Алтай;84000000;84000000;Всего;СПО: специалисты среднего звена;2018;Гуманитарные науки;76;71.875;65446.572;62541.665;63556.92;63327.915;28.618;61.842
Регион;Республика Алтай;84000000;84000000;Всего;СПО: специалисты среднего звена;2018;Здравоохранение и медицинские науки;148;85.496;64067.424;55000.0;60039.767;59153.748;27.905;22.973
Регион;Республика Алтай;84000000;84000000;Всего;СПО: специалисты среднего звена;2018;Инженерное дело, технологии и технические науки;234;75.98;62471.27;51633.93;59643.113;53460.002;29.295;32.479
Регион;Республика Алтай;84000000;84000000;Всего;СПО: специалисты среднего звена;2018;Искусство и культура;28;66.667;62203.073;53250.0;61133.657;55777.5;36.25;71.429
Регион;Республика Алтай;84000000;84000000;Всего;СПО: специалисты среднего звена;2018;Науки об обществе;311;72.059;64308.152;51750.0;62394.194;50974.58;29.457;32.154
Регион;Республика Алтай;84000000;84000000;Всего;СПО: специалисты среднего звена;2018;Образование и педагогические науки;160;88.112;57736.486;50583.33;58538.888;56147.496;31.356;50.0
Регион;Республика Алтай;84000000;84000000;Всего;СПО: специалисты среднего звена;2018;Сельское хозяйство и сельскохозяйственные науки;95;73.75;52982.616;40500.0;54157.05;44955.0;28.663;26.316
Регион;Республика Алтай;84000000;84000000;Мужской;СПО: специалисты среднего звена;2018;Гуманитарные науки;56;70.213;67170.172;67083.33;65561.627;66902.73;29.268;66.071
Регион;Республика Алтай;84000000;84000000;Мужской;СПО: специалисты среднего звена;2018;Здравоохранение и медицинские науки;32;76.923;60208.053;53916.67;54361.065;53115.002;27.969;25.0
Регион;Республика Алтай;84000000;84000000;Мужской;СПО: специалисты среднего звена;2018;Инженерное дело, технологии и технические науки;164;74.648;66966.864;55600.0;62492.412;57119.998;29.457;34.146
